,Month,Year,Type,Country,Area,Activity,Sex,Injury,Fatal,original order
2128,Aug,1995,Unprovoked,USA,North Carolina,Swimming ,M,Right foot bitten,N,3865
2129,Aug,1995,Unprovoked,USA,Florida,Surfing,M,Bottom of left foot gashed,N,3864
2131,Aug,1995,Unprovoked,TONGA,Vava�u,Fishing,M,Upper left thigh avulsed  ,N,3862
2132,Aug,1995,Unprovoked,USA,Florida,Wading,M,Thigh lacerated,N,3861
2133,Aug,1995,Invalid,USA,North Carolina,Swimming,M,Death resulted fom drowning; shark bites were post-mortem,Y,3860
2134,Aug,1995,Unprovoked,USA,Florida,Surfing,M,Laceration to left heel,N,3859
2135,Aug,1995,Unprovoked,USA,South Carolina,"""Riding waves on a board""",F,Left foot bitten,N,3858
2136,Aug,1995,Unprovoked,USA,Florida,Body boarding,M,Multiple bites on right leg and knee,N,3857
2137,Aug,1995,Invalid,TONGA,Vava�u,Fishing,M,Finger broken when hooked shark grabbed his catch,N,3856
2138,Aug,1995,Invalid,USA,California,Diving,M,Torso bitten,N,3855
2139,Jul,1995,Unprovoked,USA,Florida,Surfing,M,Left foot bitten,N,3854
2140,Jul,1995,Unprovoked,USA,Florida,Surfing,M,Minor laceration on lower leg,N,3853
2141,Jul,1995,Unprovoked,USA,Florida,Surfing,M,Laceration to heel,N,3852
2142,Jul,1995,Unprovoked,USA,Florida,Standing,M,2-inch laceration to lower right leg ,N,3851
2143,Jul,1995,Unprovoked,USA,South Carolina,,M,Hand bitten (minor injury),N,3850
2144,Jul,1995,Unprovoked,USA,South Carolina,Swimming,F,Right foot bitten,N,3849
2145,Jul,1995,Unprovoked,USA,Florida,Body boarding,M,Foot bitten,N,3848
2146,Nov,1984,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,Wetsuit lacerated,N,3847
2147,Jul,1995,Unprovoked,BRAZIL,Pernambuco,Surfing,M,"Arm bitten, FATAL",Y,3847
2148,Jul,1995,Unprovoked,USA,Texas,Surfing,M,Foot bitten,N,3846
2149,Jul,1995,Provoked,USA,Mississippi,Fishing,F,Minor laceration to leg from a hooked shark PROVOKED INCIDENT,N,3845
2150,Jul,1995,Provoked,USA,South Carolina,Jumped off surfboard & landed on the shark,M,Foot bitten PROVOKED INCIDENT,N,3844
2151,Jun,1995,Unprovoked,USA,California,Scuba diving (ascending using scooter),M,"Forearm, abdomen & upper leg lacerated",N,3843
2152,Jun,1995,Unprovoked,USA,California,Kayaking,F,Minor injuries,N,3842
2153,Jun,1995,Unprovoked,USA,Georgia,Playing / jumping,M,Ankle bitten,N,3841
2154,Jun,1995,Unprovoked,USA,South Carolina,Surfing,M,Foot bitten,N,3840
2155,Jun,1995,Unprovoked,USA,Florida,Swimming,M,Right leg bitten,N,3839
2156,Jun,1995,Unprovoked,USA,Florida,Swimming,F,Leg bitten,N,3838
2157,Jun,1995,Unprovoked,USA,Hawaii,Swimming,M,Puncture wounds & scratches to torso & left leg ,N,3837
2158,Jun,1995,Unprovoked,HONG KONG,Clearwater Bay,Swimming,F,"FATAL, left  leg & forearm severed",Y,3836
2159,Jun,1995,Unprovoked,HONG KONG,New Territories,Swimming,M,"FATAL, right thigh bitten, femur exposed  ",Y,3835
2161,May,1995,Unprovoked,USA,Florida,Surfing,M,Left foot bitten,N,3833
2162,May,1995,Unprovoked,FIJI,Yasawa Islands,Sleeping in anchored boat,M,"FATAL, hand & leg severely injured by shark that leapt into boat  ",Y,3832
2164,May,1995,Unprovoked,SOUTH KOREA,,Diving for abalone,F,Right leg severed FATAL,Y,3830
2165,Apr,1995,Invalid,USA,Florida,,M,Dorsum of right hand bitten,N,3829
2166,Apr,1995,Unprovoked,USA,Florida,,M,Puncture wounds on right foot,N,3828
2167,Apr,1995,Unprovoked,AUSTRALIA,New South Wales,Diving,M,"No injury, shark took swimfin",N,3827
2168,Apr,1995,Unprovoked,JAPAN,Aichi Prefecture,Scuba diving for bivalves,M,FATAL,Y,3826
2169,Mar,1995,Unprovoked,AUSTRALIA,New South Wales,Surf skiing,F,"No injury, knocked off board by shark",N,3825
2170,Mar,1995,Unprovoked,AUSTRALIA,South Australia,Surfing,M,Left arm lacerated,N,3824
2172,Feb,1995,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,M,Lacerations to lower leg & foot,N,3822
2173,Feb,1995,Unprovoked,VENEZUELA,,Wind surfing,M,Right ankle & foot bitten,N,3821
2174,Jan,1995,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,"FATAL, right thigh bitten & femur exposed, shallow lacerations on right calf & left thigh & fingers lacerated ",Y,3820
2175,Jan,1995,Unprovoked,BRAZIL,Pernambuco,Surfing,M,Foot bitten,N,3819
2180,Dec,1994,Unprovoked,SOUTH AFRICA,Western Cape Province,Body boarding,M,"No injury, board bitten",N,3814
2182,Dec,1994,Unprovoked,BRAZIL,Pernambuco,Surfing,M,Survived,N,3812
2183,Dec,1994,Unprovoked,BRAZIL,Pernambuco,Surfing,M,Right thigh bitten,N,3811
2185,Dec,1994,Invalid,AUSTRALIA,Queensland,Murder victim,M,Shark scavenged on his corpse,N,3809
2186,Dec,1994,Unprovoked,USA,California,Commercial diver (submerged or treading water),M,"FATAL, right leg nearly severed, puncture wounds to left leg ",Y,3808
2187,Dec,1994,Unprovoked,BRAZIL,Pernambuco,Surfing,M,FATAL,Y,3807
2188,Nov,1994,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,No injury,N,3806
2189,Nov,1994,Unprovoked,USA,Hawaii,"Surfing, paddling seawards",F,Right thigh & board bitten,N,3805
2192,Oct,1994,Unprovoked,BRAZIL,Pernambuco,Surfing,M,Survived,N,3802
2193,Oct,1994,Provoked,USA,Florida,Wading,F,Ankle bitten when she accidently stepped on the shark  PROVOKED INCIDENT,N,3801
2194,Oct,1994,Unprovoked,USA,Florida,Surfing,M,Foot bitten,N,3800
2195,Sep,1994,Unprovoked,USA,South Carolina,Swimming,F,Right side of abdomen & left hand bitten,N,3799
2196,Sep,1994,Unprovoked,USA,Oregon,Surfing,M,"No injury, surfboard bitten",N,3798
2197,Sep,1994,Sea Disaster,USA,Florida,Adrift on refugee raft,M,FATAL,Y,3797
2198,Sep,1994,Unprovoked,USA,Hawaii,Jumped off rocks into white water,F,Left calf bitten,N,3796
2200,Jul,1994,Unprovoked,BRAZIL,Pernambuco,Surfing,M,Left foot severed,N,3794
2201,Jul,1994,Unprovoked,BRAZIL,Pernambuco,Swimming,M,FATAL,Y,3793
2202,Jul,1994,Unprovoked,REUNION,Saint-Denis,Windsurfing,M,FATAL,Y,3792
2203,Jul,1994,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,"FATAL, leg severed ",Y,3791
2204,Jul,1994,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,Buttock & leg bitten,N,3790
2205,Jul,1994,Unprovoked,BRAZIL,Pernambuco,Surfing,M,Survived,N,3789
2206,Jul,1994,Unprovoked,USA,Florida,Surfing,M,Right calf lacerated,N,3788
2207,Jun,1994,Unprovoked,BAHAMAS,Grand Bahama Island,Spearfishing,M,Forearm severely bitten,N,3787
2208,May,1994,Unprovoked,USA,Florida,Surfing,M,Foot lacerated,N,3786
2209,May,1994,Unprovoked,USA,Florida,Surfing,M,Right foot lacerated,N,3785
2210,May,1994,Unprovoked,USA,Florida,Spearfishing,M,Shoulder bitten,N,3784
2211,May,1994,Unprovoked,USA,Florida,Wading,F,Lower left calf & ankle  lacerated,N,3783
2212,May,1994,Unprovoked,USA,Florida,Wading,M,Gash on ankle,N,3782
2213,May,1994,Unprovoked,USA,Florida,Surfing,M,Right knee lacerated,N,3781
2214,Apr,1994,Invalid,USA,California,,F,Not a shark attack; possibly murder. Body recovered 4-16-1994 minus severed leg,Y,3780
2216,Apr,1994,Unprovoked,BAHAMAS,,Wading,M,Lower right  leg bitten,N,3778
2217,Apr,1994,Unprovoked,USA,Florida,Freediving for seashells,M,Left shoulder lacerated,N,3777
2218,Apr,1994,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,FATAL  ,Y,3776
2219,Mar,1994,Unprovoked,CHILE,,Swimming alongside NOAA research vessel Discoverer,F,Leg severed mid-thigh,N,3775
2220,Mar,1994,Unprovoked,CHILE,,Swimming alongside NOAA research vessel Discoverer,M,Thigh bitten,N,3774
2221,Mar,1994,Provoked,USA,California,Removing shark from tank in nightclub ,M,Arm lacerated by captive shark PROVOKED INCIDENT,N,3773
2222,Mar,1994,Unprovoked,BRAZIL,Pernambuco,Surfing,M,Leg bitten,N,3772
2223,Feb,1994,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,Swim fin bitten,N,3771
2224,Feb,1994,Unprovoked,USA,Florida,Surfing,M,Left foot bitten,N,3770
2225,Feb,1994,Provoked,USA,Hawaii,Fishing,M,Arm bitten while trying to secure shark caught by navy personnel from vessel PROVOKED INCIDENT,N,3769
2226,Feb,1994,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,Leg bitten ,N,3768
2228,Jan,1994,Unprovoked,BRAZIL,Pernambuco,Swimming,M,Right leg bitten,N,3766
2229,Jan,1994,Unprovoked,USA,Hawaii,Surfing,M,FATAL,Y,3765
2230,Jan,1994,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Windsurfing,M,Calf bitten,N,3764
2232,Jan,1994,Unprovoked,AUSTRALIA,Queensland,"Swimming, after falling off towed kneeboard",M,Hamstring bitten,N,3762
2233,Jan,1994,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming ,M,Foot bitten,N,3761
2236,Dec,1993,Unprovoked,USA,Hawaii,Surfing,M,FATAL,Y,3758
2237,Nov,1993,Unprovoked,USA,Florida,Swimming,M,"""Minor cuts to left leg""",N,3757
2238,Nov,1993,Unprovoked,AUSTRALIA,Western Australia,Hookah diving,M,FATAL,Y,3756
2239,Nov,1993,Unprovoked,USA,Hawaii,"Surfing, paddling shorewards",M,Left leg severely bitten,N,3755
2240,Nov,1993,Unprovoked,SOMALIA,Banaadir Region,Stamding,M,FATAL,Y,3754
2241,Oct,1993,Unprovoked,USA,California,Surfing,M,Serious injury to left leg,N,3753
2242,Oct,1993,Unprovoked,USA,Florida,Swimming,F,Thigh & hand lacerated,N,3752
2243,Oct,1993,Boat,USA,California,Kayaking,F,"No Injury, Kayak holed",N,3751
2245,Sep,1993,Unprovoked,SOMALIA,Banaadir Region,Swimming,M,FATAL,Y,3749
2246,Sep,1993,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,Calf lacerated,N,3748
2248,Sep,1993,Unprovoked,EL SALVADOR,La Libertad,Surfing,M,"FATAL, arms & legs bitten, then drowned ",Y,3746
2249,Sep,1993,Unprovoked,USA,Florida,Wading,M,Left foot bitten,N,3745
2250,Sep,1993,Unprovoked,USA,Florida,,M,Left foot bitten,N,3744
2251,Sep,1993,Unprovoked,SPAIN,Costa Blanca,Swimming,M,"Thigh bitten, toes of left foot severed",N,3743
2252,Aug,1993,Unprovoked,BAHAMAS,Walkers Cay,Spearfishing,M,Leg bitten,N,3742
2254,Aug,1993,Unprovoked,USA,Hawaii,"Surfing, paddling seawards",M,Abrasions & board bitten,N,3740
2256,Aug,1993,Unprovoked,USA,North Carolina,Riding floatation device,F,Severe lacerations to abdomen & thighs,N,3738
2258,Aug,1993,Unprovoked,USA,California,Free diving for abalone (ascending),M,Severe bites to head & shoulder,N,3736
2259,Aug,1993,Unprovoked,NEW CALEDONIA,South Province,Fishing for lobsters,M,FATAL,Y,3735
2261,Jul,1993,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,Puncture wounds on chest,N,3733
2262,Jul,1993,Unprovoked,USA,Florida,Playing,F,Right knee bitten,N,3732
2263,Jun,1993,Unprovoked,BRAZIL,Pernambuco,Swimming,M,FATAL,Y,3731
2264,Jun,1993,Unprovoked,REUNION,Saint-Paul,Body boarding,M,Note: see 1992.06.28,N,3730
2265,Jun,1993,Unprovoked,HONG KONG,New Territories,Swimming,M,FATAL,Y,3729
2266,Jun,1993,Unprovoked,MEXICO,Quintana Roo,Scuba diving,F,FATAL,Y,3728
2267,Jun,1993,Unprovoked,USA,Hawaii,Paddling on surfboard or body board,M,Feet & ankles bitten,N,3727
2268,Jun,1993,Unprovoked,AUSTRALIA,New South Wales,Scuba diving,M,FATAL,Y,3726
2269,Jun,1993,Unprovoked,AUSTRALIA,Tasmania,Scuba diving at seal colony,F,FATAL,Y,3725
2270,Jun,1993,Unprovoked,HONG KONG,New Territories,Swimming,M,FATAL,Y,3724
2271,Jun,1993,Unprovoked,USA,North Carolina,Swimming,F,"No injury, bumped by shark",N,3723
2272,May,1993,Unprovoked,HONG KONG,"On the Kowloon penisula, south of Sai Kung",,F,"Missing, believed taken by a shark",Y,3722
2273,May,1993,Unprovoked,SOMALIA,Banaadir Region,Swimming,F,FATAL,Y,3721
2274,Apr,1993,Invalid,AUSTRALIA,Tasmania,Spearfishing,M,No inujury ,N,3720
2275,Mar,1993,Unprovoked,BRAZIL,Pernambuco,Surfing,M,Survived,N,3719
2276,Mar,1993,Unprovoked,USA,Florida,Floating on his back,M,Both feet lacerated,N,3718
2278,Mar,1993,Unprovoked,USA,Hawaii,Paddling on surfboard,M,Lower legs lacerated ,N,3716
2279,Mar,1993,Unprovoked,USA,California,Free diving & spearfishing (ascending),M,"No injury, swim fin bitten",N,3715
2281,Feb,1993,Sea Disaster,TONGA,Tongapatu Group,Sea disaster,M,Puncture wounds to right thigh,N,3713
2282,Feb,1993,Sea Disaster,TONGA,Tongapatu Group,Sea disaster,M,Foot bitten,N,3712
2283,Feb,1993,Provoked,AUSTRALIA,Queensland,Fishing,M,"Legs lacerated, puncture wound in hand from hooked shark hauled onboard PROVOKED INCIDENT",N,3711
2284,Jan,1993,Unprovoked,BRAZIL,Pernambuco,Body boarding,M,Left leg bitten,N,3710
2285,Jan,1993,Unprovoked,AUSTRALIA,Queensland,Spearfishing,M,"6"" laceration to left forearm",N,3709
2286,Jan,1993,Boat,CARIBBEAN SEA,,   ,M,"No injury to occupants. Sharks, attracted to offal from slaughtered dolphin, attacked & damaged their canoe",N,3708
2287,Jan,1993,Unprovoked,USA,Oregon,Surfing,M,"No injury, shark bit board",N,3707
2292,Dec,1992,Unprovoked,USA,Hawaii,"Standing in waist-deep water, helping his father tend a gill net containing dead fish",M,Right leg bruised & abraded,N,3702
2293,Dec,1992,Unprovoked,USA,Hawaii,Lying on surfboard,M,"Minor lacerations to hand, 15"" crescent-shaped piece removed from surfboard",N,3701
2294,Nov,1992,Unprovoked,USA,California,Spearfishing / free diving,M,10 puncture wounds to right calf,N,3700
2295,Nov,1992,Unprovoked,USA,Florida,Surfing,M,Forearm  & hand bitten; tooth fragments of the shark were recovered from the surfer's hand,N,3699
2296,Nov,1992,Unprovoked,USA,Florida,Surfing,M,Right ankle bitten,N,3698
2297,Nov,1992,Boat,USA,California,Kayaking,M,"No injury, kayak bitten",N,3697
2298,Nov,1992,Unprovoked,FIJI,Wakaya Island,Scuba diving,M,Left arm lacerated,N,3696
2299,Nov,1992,Unprovoked,USA,California,Scuba diving (submerged),M,Foot punctured,N,3695
2300,Nov,1992,Unprovoked,USA,Florida,Surfing,M,Heel bitten,N,3694
2301,Nov,1992,Unprovoked,USA,Hawaii,Body boarding,M,Right leg severely lacerated  FATAL,Y,3693
2302,Oct,1992,Unprovoked,USA,California,Hookah diving for sea urchins,M,Foot & swim fin punctured,N,3692
2303,Oct,1992,Unprovoked,USA,Hawaii,Surfing,M,"Chest & arm bruised & scratched, 15"" crescent-shaped piece removed from board",N,3691
2304,Oct,1992,Unprovoked,AUSTRALIA,New South Wales,Scuba diving,M,Minor injury while delivering pup of female shark caught in a net,N,3690
2306,Oct,1992,Unprovoked,AUSTRALIA,Queensland,Surfing,M,FATAL,Y,3688
2307,Sep,1992,Unprovoked,BRAZIL,Pernambuco,Body boarding,M,Left leg severely bitten,N,3687
2308,Sep,1992,Unprovoked,USA,Oregon,Surfing,M,Minor bruises,N,3686
2309,Sep,1992,Unprovoked,USA,Florida,Standing,F,Right ankle & calf bitten,N,3685
2310,Sep,1992,Unprovoked,BRAZIL,Pernambuco,Swimming,M,FATAL,Y,3684
2311,Sep,1992,Unprovoked,USA,Florida,Surf fishing,M,"Foot bitten, 8 stitches needed to repair the wound",N,3683
2312,Aug,1992,Unprovoked,BAHAMAS,Abaco Islands,"Snorkeling, carrying a speared fish in her hand",F,Left hand bitten,N,3682
2313,Aug,1992,Unprovoked,AUSTRALIA,South Australia,Surfing,M,"Minor cuts, sufboard bitten",N,3681
2314,Aug,1992,Invalid,USA,Hawaii,Fell from cliff while fishing & disappeared in strong current,M,Body recovered next morning. Injuries appeared to be inflicted post mortem,Y,3680
2315,Aug,1992,Unprovoked,USA,California,Surfing,M,"No injury, board bitten",N,3679
2316,Aug,1992,Provoked,USA,Florida,Snorkeling,M,"Grabbed metal leader to shark, shark clamped on  & bit  left bicep PROVOKED INCIDENT",N,3678
2317,Aug,1992,Invalid,USA,Florida,Fisherman,M,No details,UNKNOWN,3677
2318,Jul,1992,Invalid,USA,Hawaii,"Zosimo & his son, Jeffrey Popa, failed to return from overnight fishing trip in a 14' boat, Boat apparently sank, debris recovered but his son & boat were never found",M,"Death due to drowning. His body, tied to floating ice chest, had 2 small post-mortem bites ",Y,3676
2319,Jul,1992,Unprovoked,USA,Florida,Standing,F,Lacerations to left foot,N,3675
2320,Jul,1992,Unprovoked,BRAZIL,Maranh�o,Surfing,M,Arm bitten,N,3674
2321,Jul,1992,Unprovoked,BRAZIL,Maranh�o,Surfing,M,"Lower leg bitten, surgically amputated",N,3673
2322,Jun,1992,Unprovoked,BRAZIL,Pernambuco,Swimming,M,FATAL,Y,3672
2323,Jun,1992,Unprovoked,REUNION,Saint-Paul,Surfing,M,FATAL,Y,3671
2324,Jun,1992,Unprovoked,VANUATU,Malampa Province,Swimming,F,Right leg was bitten above and below the knee and an artery was punctured,N,3670
2327,May,1992,Invalid,USA,North Carolina ,Scuba diving ,M,Disappeared. His ripped dive jacket was recovered,Y,3667
2328,May,1992,Unprovoked,REUNION,Saint-Joseph,Surfing,M,FATAL,Y,3666
2329,May,1992,Unprovoked,MEXICO,Mexico / Caribbean Sea,Scuba diving & filming,M,"Fingers, hand & arm bitten",N,3665
2330,Apr,1992,Unprovoked,NEW ZEALAND,Antarctic Ocean,Snorkeling,M,"Right forearm severed, left forearm lacerated & broken",N,3664
2331,Apr,1992,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,Punctures & lacerations on lower leg,N,3663
2332,Mar,1992,Unprovoked,USA,Hawaii,"Surfing, paddling seawards",F,"Foot bitten, crescent of bitemarks in both sides of board",N,3662
2333,Mar,1992,Unprovoked,AUSTRALIA,Victoria,Surfing,M,"Right thigh, back & hand lacerated",N,3661
2334,Mar,1992,Unprovoked,JAPAN,Ehime Prefecture,Hookah diving for pen shells ,M,"FATAL, body not recovered",Y,3660
2336,Mar,1992,Unprovoked,USA,Oregon,Surfing (sitting on his board),M,"Left shoulder & side bitten, board broken",N,3658
2337,Feb,1992,Unprovoked,USA,Hawaii,Body boarding,M,FATAL Disappeared. His board washed ashore next morning with crescent-shaped piece missing and serrated toothmarks of a shark,Y,3657
2338,Feb,1992,Unprovoked,JAPAN,Ehime Prefecture,Diving for pen shells,M,"No injury, steel diving helmet bitten 3 times",N,3656
2339,Feb,1992,Invalid,AUSTRALIA,Tasmania,Surfing,M,"No injury, shark allegedly took his surfboard & slashed his wetsuit. Shark involvement questionable",N,3655
2340,Jan,1992,Unprovoked,REUNION,La Saline-les-Bains,Spearfishing,M,Survived,N,3654
2341,Jan,1992,Unprovoked,AUSTRALIA,New South Wales,Boogie boarding,M,Right leg lacerated,N,3653
2342,Jan,1992,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming ,M,Right foot lacerated,N,3652
2343,Jan,1992,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,M,Left cheek lacerated,N,3651
2344,Jan,1992,Unprovoked,MAURITIUS,,Fishing,M,Survived,N,3650
2345,Jan,1992,Unprovoked,JAPAN,Ehime Prefecture,,M,Survived,N,3649
2348,Dec,1991,Unprovoked,USA,California,Hookah diving for sea urchins,M,"No injury, shark became tangled in hose & towed him 100'",N,3646
2349,Nov,1991,Unprovoked,USA,Hawaii,Snorkeling,F,"FATAL, right leg at hip, left leg and right forearm severed  ",Y,3645
2350,Nov,1991,Unprovoked,USA,Hawaii,Snorkeling,F,Right calf abraded,N,3644
2351,Nov,1991,Unprovoked,USA,Hawaii,"Fishing from rocks, swept out to sea by large wave & treading water",M,"Body not recovered, shorts found indicating shark bite on left side",Y,3643
2352,Nov,1991,Provoked,USA,Florida,Fishing,M,Hand bitten as he was cleaning hooked shark PROVOKED INCIDENT,N,3642
2353,Nov,1991,Unprovoked,AUSTRALIA,Western Australia,Boogie boarding,M,Calf scratched & chunk bitten from board,N,3641
2354,Oct,1991,Unprovoked,USA,Florida,Surfing,M,Right foot & ankle lacerated,N,3640
2355,Oct,1991,Unprovoked,USA,California,Surfing,M,"Arm, shoulder & back bitten",N,3639
2356,Sep,1991,Invalid,BAHAMAS,,Spearfishing,M,"Initally reported as a shark attack, forensic examination concluded cause of death was drowning",Y,3638
2357,Sep,1991,Unprovoked,AUSTRALIA,South Australia,Scuba diving,M,FATAL,Y,3637
2358,Aug,1991,Provoked,AUSTRALIA,Queensland,Finning the shark that bit him,M,"Shark bit his arm, nearly severing it PROVOKED INCIDENT",N,3636
2359,Aug,1991,Unprovoked,USA,South Carolina,Swimming,M,Deep cuts on lower leg,N,3635
2360,Aug,1991,Unprovoked,USA,Florida,Wading,F,Bite to left thigh & calf,N,3634
2361,Aug,1991,Provoked,USA,Florida,Fishing,M,Laceration to right forearm PROVOKED INCIDENT,N,3633
2362,Jul,1991,Boat,ITALY,Ligurian Sea,Canoeing,F,No Injury to occupant; canoe bitten,N,3632
2363,Jul,1991,Unprovoked,USA,Florida,Snorkeling,M,Arm bitten,N,3631
2364,Jul,1991,Unprovoked,USA,Florida,Swimming from makeshift raft  to life vest after fishing boat sank,M,Punctures in lower abdomen & groin ,N,3630
2365,Jul,1991,Unprovoked,USA,Florida,Swimming,M,Arm bitten,N,3629
2366,Jul,1991,Unprovoked,REUNION,L'Etang-Sal�,Surfing,M,Left arm severed,N,3628
2367,Jul,1991,Unprovoked,USA,California,Surfing,M,"Forearm, upper thigh, knee & ankle lacerated",N,3627
2368,Jul,1991,Unprovoked,USA,Virginia,Boogie boarding,M,Severe laceration to foot,N,3626
2369,Jun,1991,Unprovoked,HONG KONG,,,M,FATAL,Y,3625
2370,Jun,1991,Unprovoked,HONG KONG,Kowloon Peninsula,Fishing,M,"FATAL, right arm severed  ",Y,3624
2371,Jun,1991,Unprovoked,USA,Florida,Surfing,M,Hand bitten,N,3623
2372,Jun,1991,Unprovoked,USA,Florida,Swimming behind sailboat,M,"Left ankle, calf, thigh and abdomen bitten",N,3622
2373,Jun,1991,Unprovoked,HONG KONG,Port Shelter,Swimming ,F,Abdomen bitten & leg severed  FATAL,Y,3621
2374,May,1991,Unprovoked,USA,Hawaii,Sitting on surfboard,M,Right calf bitten,N,3620
2375,May,1991,Unprovoked,SOUTH AFRICA,Western Cape Province,Scuba diving,M,"No injury, tank scratched by shark",N,3619
2378,Apr,1991,Unprovoked,USA,Florida,"Surfing, collided with shark",M,Right thigh,N,3616
2379,Apr,1991,Unprovoked,USA,Hawaii,Sitting on surfboard,M,Deep lacerations to calf & ankle,N,3615
2380,Mar,1991,Unprovoked,AUSTRALIA,New South Wales,Scuba diving,M,Lacerations to arm & leg,N,3614
2381,Feb,1991,Unprovoked,USA,Oregon,Surfing,M,Calf lacerated & board bitten,N,3613
2382,Feb,1991,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,Foot & swim fin bitten,N,3612
2383,Jan,1991,Unprovoked,AUSTRALIA,Queensland,Swimming,M,"Hands, legs & buttocks lacerated",N,3611
2384,Jan,1991,Unprovoked,AUSTRALIA,Western Australia,Surf-skiing,M,"No injury, shark brushed ski",N,3610
2385,Jan,1991,Unprovoked,AUSTRALIA,Queensland,Surfing (or sailboarding),M,Survived,N,3609
